recording_id,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23
3d8ed3eed,0.079837512,0.044528044,0.060803146,0.72121028,0.080372268,0.084436596,0.27146502,0.84051694,0.05529478,0.105661368,0.04056158,0.58979754,0.160834194,0.040695238,0.11097824,0.14748746,0.051142752,0.074349546,0.114185548,0.06098484,0.2290097,0.07129032,0.046496034,0.17955026
3d8fbaf50,0.15239078,0.03750314,0.2102243,0.42788258,0.063148754,0.59699498,0.006516866,0.15004177,0.14056022,0.046859962,0.028075784,0.14486115,0.043745988,0.03849936,0.12103362,0.145817948,0.03844319,0.07612524,0.30318064,0.23234646,0.167233252,0.032284706,0.24469602,0.113544012
3d93af672,0.081143266,0.030932874,0.09300296,0.51955672,0.049075738,0.600691,0.065419084,0.0847436,0.1030473,0.14015878,0.85042906,0.30814182,0.11223654,0.028639728,0.29645812,0.059551852,0.07685616,0.15950676,0.05916469,0.13492086,0.58568292,0.021240458,0.09750353,0.15937538
3dabe2366,0.109220112,0.10038412,0.43960776,0.12067287,0.06698867,0.29539632,0.180159152,0.28429614,0.022770148,0.055575394,0.10717328,0.2155831,0.70539932,0.028803704,0.107552434,0.027446928,0.058026874,0.10125868,0.31053808,0.10653668,0.033195612,0.055743056,0.089446164,0.39025058
3db0b6ad6,0.13797083,0.21952782,0.07679671,0.58993426,0.07231748,0.097961516,0.041982556,0.26601358,0.068979836,0.12513666,0.062930208,0.159177446,0.23659614,0.162465226,0.088058532,0.27099948,0.5769733,0.14129692,0.069079364,0.044611556,0.093752784,0.037972436,0.08050214,0.075019156
3dc375aec,0.76291384,0.09885456,0.045297074,0.28474448,0.058311,0.28991208,0.1197793,0.11304254,0.04096675,0.096638054,0.012878777,0.041572198,0.39365948,0.031889462,0.093269944,0.058945512,0.1098125,0.077815788,0.16310625,0.04286203,0.24889926,0.025515326,0.033812242,0.161206508
3de11e9f6,0.09138238,0.02851051,0.026052036,0.10351596,0.37199332,0.05636216,0.027392596,0.039112312,0.029856086,0.039735576,0.022615316,0.034413168,0.968076,0.022714252,0.015652476,0.021513058,0.043693108,0.023510858,0.39653406,0.030285296,0.01791503,0.06737486,0.053300708,0.10139079
3de2e5efc,0.19292516,0.064263486,0.11130023,0.7125786,0.076244646,0.16236648,0.033775718,0.077938872,0.29721768,0.06540646,0.033221058,0.15446162,0.147446394,0.032364724,0.09810651,0.15911098,0.13280248,0.055955112,0.28672494,0.41606908,0.16640468,0.0486533,0.090233696,0.067793214
3de404cd1,0.0524773,0.025618076,0.029766166,0.11935048,0.06573648,0.034929076,0.026746496,0.6998189,0.076998776,0.1908454,0.183518,0.08801268,0.037826514,0.06162288,0.51749782,0.71114712,0.01851466,0.07779356,0.079426086,0.038226304,0.036893546,0.07639356,0.053133988,0.19497366
3de82b52b,0.06759041,0.4135468,0.012386828,0.6022585,0.049242214,0.032306254,0.024325466,0.04207582,0.023793644,0.069665944,0.031330472,0.05106181,0.10052074,0.06625112,0.024160105,0.02608903,0.59385824,0.074587214,0.052108336,0.013164218,0.037970996,0.050891196,0.01787046,0.030850304
3e214fe98,0.19561553,0.037047804,0.34628422,0.75269084,0.051887196,0.5999116,0.020915848,0.18713336,0.062653368,0.04219349,0.067950464,0.05178988,0.079422224,0.040523774,0.14984236,0.22984014,0.058387536,0.33306804,0.14110484,0.11486502,0.30333342,0.034852472,0.113058948,0.3548468
3e4114fad,0.10286304,0.033265588,0.1100052,0.50739202,0.08648656,0.7438848,0.054690992,0.134968472,0.084665894,0.11000008,0.071658104,0.1094258,0.21855672,0.050944192,0.20409116,0.03003664,0.077492506,0.075442112,0.10320516,0.2247264,0.09273969,0.05979894,0.09550193,0.86628552
3e46d90e7,0.03924393,0.048058936,0.027589946,0.08621155,0.048019886,0.09339652,0.023370929,0.814768,0.037521496,0.08800442,0.056479508,0.105391168,0.032459486,0.02569126,0.11185376,0.075649572,0.05718776,0.036439184,0.039254642,0.05517819,0.10884804,0.052789194,0.100836312,0.8105011
3e693e956,0.073225748,0.54396276,0.066654444,0.3442236,0.068294572,0.195118392,0.134275532,0.18710612,0.13600154,0.15145192,0.14179884,0.19757936,0.077773308,0.040673542,0.6802783,0.09481724,0.17011857,0.1037628,0.08766618,0.09942732,0.15426886,0.174548292,0.27497826,0.17393962
3e79a8489,0.4805183,0.89887466,0.073006726,0.2936549,0.06810779,0.102318668,0.05401108,0.05133418,0.084917146,0.35973472,0.030207328,0.07245307,0.393816,0.1247316,0.098340828,0.045604978,0.10847924,0.051955194,0.076157444,0.037194776,0.043124026,0.08571002,0.052366864,0.24089288
3e8e64622,0.35387588,0.8202814,0.033272076,0.139417386,0.034231194,0.06233505,0.07362224,0.064973366,0.08109113,0.84640666,0.023053122,0.06472038,0.264469,0.09579962,0.066293644,0.28061982,0.03607431,0.04368175,0.1090395,0.037811906,0.048076818,0.052185726,0.076209152,0.158213472
3ea29035a,0.16024248,0.2233387,0.034569224,0.7132803,0.094399012,0.093625068,0.027380246,0.2584649,0.056015224,0.062570876,0.01338504,0.06969818,0.143596972,0.057617032,0.054018486,0.041841396,0.71297446,0.06678994,0.052874786,0.02632897,0.05411938,0.033703288,0.034156826,0.02206971
3ec54ea51,0.2839308,0.076225316,0.08967148,0.4383236,0.053335464,0.63482152,0.139925612,0.21722016,0.047824442,0.08172132,0.10067744,0.12059729,0.6776702,0.035313874,0.045925474,0.0529996,0.020827914,0.108168148,0.121271134,0.02861168,0.15575943,0.06536758,0.015791905,0.38438324
3ef8f39f8,0.148965132,0.064363826,0.057351726,0.4690488,0.06338517,0.1382314,0.04840698,0.83123006,0.086542,0.06076288,0.13941554,0.166271,0.06957318,0.046149844,0.070506406,0.055298192,0.31293648,0.20378584,0.04174701,0.07293434,0.2668778,0.054953074,0.10104598,0.2231217
3f052aa50,0.144141794,0.052130264,0.03061577,0.30819426,0.07076426,0.06795876,0.019633284,0.069592934,0.0528844,0.136964274,0.016922394,0.029987044,0.93280048,0.052517694,0.11440772,0.019533908,0.044011184,0.070120632,0.26223636,0.013389607,0.017475052,0.06595708,0.01902512,0.095170634
3f16bf597,0.13391454,0.7285834,0.10212782,0.64658274,0.06234598,0.3353712,0.21812976,0.26451574,0.085698056,0.0981363,0.107408,0.24355862,0.14897114,0.037414932,0.16351846,0.05603732,0.26433718,0.139792908,0.12691732,0.14953844,0.111394632,0.060268068,0.30584274,0.191796732
3f4297971,0.030404406,0.06645392,0.8577914,0.37299808,0.039385132,0.037255662,0.011862165,0.13754195,0.056273174,0.058270628,0.02241988,0.05249014,0.23158112,0.025679434,0.04205166,0.06169038,0.060527576,0.02776814,0.026247874,0.087152106,0.07458697,0.0326617,0.123331,0.11414594
3f6fe7d19,0.13350394,0.062238466,0.20537062,0.57048464,0.072540176,0.061609054,0.126461648,0.22802476,0.12959914,0.14703536,0.202593,0.12720337,0.159813548,0.041529736,0.137451208,0.11599785,0.049983368,0.152262926,0.086679084,0.070834256,0.40747114,0.073867888,0.35697128,0.37325396
3f75c5715,0.099792432,0.153025854,0.048521608,0.35174802,0.051373034,0.33495686,0.05445476,0.31274228,0.08436547,0.05000174,0.24618454,0.7705471,0.05377394,0.069747632,0.24831054,0.06120144,0.31702208,0.128860068,0.106651926,0.06065438,0.40568966,0.20262718,0.4028838,0.1720982
3f9a8ba65,0.10654775,0.07676648,0.03238233,0.5618794,0.45591516,0.051397706,0.03000409,0.1110877,0.05130704,0.037892616,0.023936304,0.032448262,0.582076,0.074931634,0.008341473,0.03741182,0.0431537,0.030703158,0.26900964,0.020767502,0.05670322,0.0617582,0.021284005,0.03504461
3fc5a5df4,0.22608362,0.2897802,0.010369965,0.06659486,0.071925252,0.05121644,0.01210244,0.039239448,0.09367776,0.23556676,0.048642826,0.03321572,0.77203618,0.102810108,0.018983392,0.02278606,0.047703722,0.020621434,0.22238802,0.019274381,0.029278934,0.064882124,0.022991628,0.2185032
3fcc38f27,0.10778334,0.053747308,0.063210088,0.5218022,0.066565246,0.27672716,0.10207522,0.24507688,0.07838106,0.13006322,0.11913156,0.15346238,0.09233057,0.045849276,0.12432189,0.13534672,0.33886514,0.1890867,0.1412012,0.087482852,0.2456376,0.062263756,0.20435428,0.165097868
3fdcfc43e,0.9307604,0.029106572,0.035484764,0.38522162,0.051859534,0.042621434,0.008924868,0.04064953,0.12812362,0.027278146,0.014727159,0.01511221,0.021613328,0.01239344,0.0233084,0.030431854,0.030100266,0.014761058,0.022480786,0.1309536,0.019655276,0.0256926,0.016018846,0.057481956
3fe42e809,0.881814,0.039299544,0.032645052,0.45774984,0.10347414,0.10988512,0.05777607,0.09126692,0.31231892,0.032827422,0.02875694,0.022596897,0.138153672,0.028395236,0.040809792,0.084518426,0.023905366,0.068493294,0.25221704,0.092923856,0.025670906,0.095481824,0.037961728,0.089092672
3fe8034aa,0.25714334,0.061869312,0.24794216,0.7032314,0.074710816,0.2623633,0.039786344,0.065567786,0.21103588,0.07492479,0.02029163,0.14225638,0.05537495,0.05602716,0.081970024,0.12621658,0.098324334,0.08126396,0.21136384,0.23672126,0.24081468,0.037920172,0.07077472,0.079165572
4006b60ad,0.060655224,0.017344612,0.020123806,0.11610217,0.122008752,0.072755908,0.020089772,0.03621077,0.0846204,0.031239578,0.0278328,0.017407781,0.52974186,0.060523928,0.03509436,0.021561679,0.028624088,0.021564538,0.8636684,0.021531694,0.014051293,0.147343088,0.045419588,0.10587918
402313292,0.096581066,0.076261896,0.055646884,0.38963528,0.076894986,0.160117888,0.21397142,0.38489264,0.089069,0.155340112,0.22965266,0.1517173,0.1521249,0.04990885,0.163449288,0.0717285,0.23559892,0.3035691,0.039031286,0.0838386,0.12693615,0.062125444,0.35704904,0.5110652
403dde5a6,0.13466096,0.11900954,0.20001696,0.65393714,0.153392052,0.26982476,0.36815054,0.180977606,0.06853666,0.16560558,0.18202058,0.127242434,0.183021688,0.067098426,0.146789288,0.05480578,0.083696032,0.08731544,0.10723736,0.119027114,0.102570212,0.071259326,0.082970452,0.32321708
40508a6ab,0.045757008,0.072430754,0.028343096,0.3789509,0.05065416,0.0704123,0.07885375,0.80025006,0.04200368,0.26639932,0.11056632,0.13501264,0.055341696,0.024864629,0.21535034,0.076687908,0.07164892,0.054703254,0.05947429,0.073853696,0.24466154,0.054744672,0.16200166,0.193205774
40a1a33b7,0.06012075,0.053041232,0.037004918,0.76345424,0.07758935,0.2649085,0.064349956,0.10436904,0.0718332,0.19286876,0.12766577,0.24546726,0.23402638,0.0510437,0.06240486,0.0419697,0.051769484,0.12667584,0.08727416,0.062424486,0.054376096,0.07042738,0.25537422,0.80917234
40b0e1e5e,0.058353984,0.07198036,0.11396032,0.5277709,0.042325506,0.66148114,0.0359026,0.12564802,0.13182318,0.126705408,0.055974072,0.1440989,0.2012013,0.047835452,0.155343712,0.080900382,0.079350256,0.07656889,0.076555264,0.1944953,0.33176756,0.054104674,0.1691325,0.22583752
410190cfc,0.0586288,0.46859984,0.029617342,0.72586708,0.070149576,0.030924178,0.013881856,0.096686668,0.10855744,0.056304484,0.02705985,0.070384156,0.26603102,0.082456636,0.037246952,0.034183034,0.6843352,0.021715838,0.054873174,0.023086372,0.14067309,0.11677876,0.034791694,0.06801878
410fb8cc1,0.082540428,0.08869278,0.7503502,0.25915864,0.065677106,0.1311165,0.16433448,0.18666073,0.064704948,0.27030442,0.21673252,0.15699451,0.12816046,0.037327024,0.042625188,0.036345204,0.153055108,0.163963508,0.08685952,0.041656572,0.086835336,0.079782254,0.3283509,0.56668734
413b41f30,0.07903914,0.054685206,0.038425448,0.63394728,0.05379914,0.1092261,0.36727426,0.186226,0.069516986,0.32318186,0.14719278,0.5054536,0.121666932,0.042547732,0.14419432,0.2322185,0.22925336,0.46699628,0.08362998,0.160035192,0.08076478,0.041288662,0.11687218,0.1848175
41402125e,0.66064654,0.044068772,0.20495946,0.3911725,0.065923936,0.30271526,0.061366588,0.6252946,0.05567953,0.042396182,0.16298642,0.10073948,0.15429293,0.049654854,0.10692058,0.087479346,0.06247668,0.061580932,0.13278314,0.22256494,0.073097396,0.046600992,0.079018568,0.089343572
4143bb919,0.037063608,0.148155952,0.076973354,0.77229786,0.05763135,0.07544578,0.024479938,0.093459178,0.07648477,0.19770013,0.013427014,0.02318566,0.09872365,0.06127876,0.079625952,0.920275,0.57830534,0.027171742,0.03406238,0.05118946,0.05479927,0.049975038,0.026822626,0.11385832
416ece2aa,0.13467404,0.368303,0.067046726,0.3932939,0.074310886,0.38200498,0.12046118,0.121220732,0.08481258,0.242447,0.3915983,0.2778996,0.0889374,0.038513536,0.117600072,0.21402944,0.061946106,0.046557146,0.100920248,0.187940932,0.11445256,0.08677255,0.30121164,0.4728554
41732ffe5,0.063925612,0.058201576,0.057004606,0.65864052,0.095427906,0.30383832,0.1852843,0.53463994,0.07132704,0.090195268,0.23159584,0.08836758,0.10290544,0.06003326,0.14283084,0.23376178,0.156235766,0.23937502,0.07310403,0.1597586,0.21295078,0.07273068,0.13512468,0.44239988
41862ce19,0.05325992,0.092285908,0.056325316,0.1268373,0.046143652,0.075726188,0.057148326,0.071671808,0.064908928,0.07685996,0.054224164,0.03218936,0.94559354,0.08767892,0.033919838,0.020578368,0.05292843,0.039036828,0.2771824,0.04388966,0.018845083,0.28424284,0.1189589,0.147904968
419c8ebfa,0.10320184,0.07091618,0.020142286,0.70784288,0.16155154,0.10198978,0.03745058,0.07387982,0.74937686,0.10101422,0.0401126,0.074990136,0.16773249,0.063529974,0.06393806,0.07427612,0.071513646,0.021156108,0.182375014,0.031460854,0.0445547,0.11199776,0.085006154,0.0956498
41b9efd30,0.02082842,0.07113706,0.9585154,0.46751766,0.049262834,0.047971522,0.028030208,0.12905464,0.036562642,0.05317222,0.012125587,0.044545252,0.42236648,0.050240976,0.02502628,0.054079866,0.04131211,0.025766456,0.27029908,0.05355941,0.045958818,0.068066108,0.0529812,0.048772108
41f6da863,0.043680558,0.061968088,0.036912292,0.46952142,0.050678932,0.0865942,0.094386364,0.8244423,0.055909896,0.0774489,0.31422936,0.11319914,0.090123528,0.057479494,0.064172972,0.58647508,0.14528052,0.098472816,0.07456476,0.04794634,0.24403222,0.07393626,0.031783334,0.14888888
422d116ec,0.023144012,0.043771198,0.8922994,0.5814008,0.037144744,0.041254738,0.045299176,0.11319126,0.023738708,0.0463604,0.008312998,0.0679691,0.753875,0.027589806,0.017058634,0.04120502,0.032909888,0.026171514,0.04976244,0.04693292,0.031692868,0.021846678,0.068070954,0.03946574
423b07fc7,0.038276586,0.025052736,0.026187494,0.08034218,0.092799264,0.04711376,0.024858026,0.031973356,0.023012576,0.010856812,0.012396017,0.058971572,0.028551794,0.02148946,0.90374412,0.01867515,0.009383006,0.016700316,0.128712248,0.009579714,0.025659794,0.20062112,0.013043032,0.01070141
424f23229,0.060933894,0.054871864,0.030488726,0.1458305,0.0541531,0.21403976,0.06940264,0.30763822,0.060567588,0.18085165,0.1297961,0.10648118,0.066437244,0.028081286,0.20413808,0.07096418,0.47051654,0.57362624,0.07275352,0.069526554,0.2829496,0.015291358,0.180979574,0.2130529
426e6b200,0.048551186,0.06151084,0.4805292,0.41086226,0.040695438,0.34165774,0.032019516,0.27942374,0.028610944,0.041153728,0.037739644,0.09625672,0.67454796,0.026785332,0.031678152,0.059521746,0.05964843,0.041541224,0.31716748,0.060138964,0.16313039,0.045149314,0.045531244,0.862362
42788ca70,0.089484346,0.054886574,0.042306072,0.60073796,0.082043314,0.39572074,0.064441348,0.57044076,0.09477142,0.08988089,0.078117012,0.09880224,0.09084841,0.051008206,0.093687868,0.1063367,0.36811628,0.11553762,0.070541048,0.08402245,0.28811638,0.037212956,0.17153902,0.3764731
428b2868b,0.11244812,0.70935468,0.146070468,0.28800672,0.061656928,0.11767254,0.11449942,0.5536656,0.168588174,0.11960288,0.062364566,0.12081992,0.1648387,0.073176676,0.5312024,0.22094486,0.21088982,0.150083232,0.199056614,0.073922574,0.1142709,0.15142057,0.46190854,0.18925164
42959f4b0,0.30416456,0.09640987,0.044912934,0.87320548,0.152753186,0.10758605,0.15724674,0.29557406,0.1530412,0.076613248,0.060159128,0.0755994,0.25934506,0.05382206,0.067499936,0.093044132,0.10661692,0.062426996,0.11783132,0.101033532,0.06134598,0.06203165,0.098948634,0.6141772
429818de1,0.059735566,0.05478177,0.047841644,0.27544546,0.042855072,0.065516454,0.071254336,0.8657406,0.06298436,0.060477424,0.077987,0.35059046,0.105043352,0.02772113,0.08957484,0.0672083,0.2533201,0.20971518,0.062928308,0.06471365,0.27402858,0.039523006,0.10725556,0.108752608
42997fe35,0.07176096,0.2354577,0.011200999,0.51603518,0.24336714,0.083299124,0.015411015,0.048265476,0.044288676,0.074024964,0.018457022,0.043958762,0.5212565,0.048043256,0.064060992,0.034340156,0.035876364,0.05084212,0.3658641,0.014445558,0.05733928,0.043610636,0.026569646,0.0961725
42a1872b5,0.44621926,0.133995652,0.15007832,0.77631636,0.13043088,0.23198538,0.091766656,0.14959748,0.0642615,0.21667336,0.105385268,0.19961121,0.18765228,0.06420489,0.102282632,0.06104514,0.13031716,0.067970776,0.16549263,0.171199786,0.155782092,0.096584344,0.083259624,0.217407
42c309ad6,0.07628142,0.09124784,0.19191972,0.62387248,0.124832248,0.20795862,0.29060072,0.4743197,0.094903404,0.28865064,0.11346206,0.38806096,0.2212257,0.044783672,0.095616508,0.4421731,0.099353176,0.115769708,0.21066726,0.092408586,0.1410175,0.14493418,0.1405114,0.164519906
42d145a7c,0.20430096,0.075779616,0.030822728,0.25581894,0.104334772,0.0621102,0.032329142,0.027959228,0.03679002,0.11257828,0.012089951,0.030594602,0.8740654,0.031870282,0.038184652,0.023214981,0.022039336,0.10477484,0.21751442,0.013579238,0.05673467,0.042693072,0.020083686,0.07654314
42fc1746e,0.098075914,0.15999314,0.116939128,0.49412612,0.13873548,0.37037926,0.05633133,0.15004184,0.138313914,0.31751096,0.1395339,0.29385118,0.161986506,0.06165652,0.11335496,0.078081108,0.21114498,0.046103764,0.22372656,0.085920388,0.150448608,0.073169286,0.16593976,0.14957234
4350e1e1a,0.03549838,0.0335769,0.040175164,0.5022874,0.069185388,0.034983122,0.066807448,0.15783572,0.062271124,0.087557774,0.013598984,0.092063224,0.11102593,0.034495056,0.054572188,0.85772706,0.018147248,0.09081912,0.05141516,0.034401068,0.038001228,0.0549632,0.036129552,0.9568328
4370a00a3,0.09329964,0.063339788,0.03804107,0.24709986,0.12532718,0.42308736,0.108576072,0.56375824,0.057832044,0.051408434,0.18470564,0.13040928,0.06816867,0.031683662,0.3384494,0.25440452,0.165157,0.17076986,0.047711658,0.1056567,0.45810814,0.048813638,0.22637348,0.20069218
437ce0f6c,0.14829482,0.11721276,0.14516983,0.55793046,0.058032292,0.34284636,0.1033417,0.172299766,0.14896729,0.107675826,0.080366576,0.14998634,0.3750333,0.058507,0.17675947,0.084615784,0.086392134,0.16252338,0.2591387,0.18012625,0.3614296,0.05405845,0.086228776,0.26550858
4396bcf4b,0.049074012,0.042091668,0.054403644,0.23618506,0.04677983,0.051940394,0.080436516,0.82701254,0.066229146,0.0534499,0.12556062,0.076495326,0.16762548,0.079632914,0.627534,0.7701864,0.030895904,0.16422379,0.174550128,0.02123748,0.05250382,0.18125498,0.062280434,0.15850637
43a6746f3,0.14590938,0.0751415,0.04618634,0.79074144,0.065101892,0.27880432,0.22680314,0.12969924,0.041832408,0.11672948,0.017057306,0.05835691,0.31245404,0.030666456,0.09121334,0.067237908,0.048036978,0.056261516,0.141535068,0.11755084,0.08764689,0.0679487,0.027896714,0.077576112
43c27fde5,0.1288529,0.5002493,0.0899043,0.7144634,0.13251704,0.20877748,0.074412244,0.26046876,0.1263803,0.41267176,0.14682028,0.2805789,0.120679474,0.054511368,0.22805124,0.10884566,0.114804828,0.127950346,0.128167712,0.06272322,0.18151724,0.08304958,0.23654336,0.35534838
43f2a4343,0.039769276,0.020964006,0.046913728,0.39046158,0.05359726,0.57155624,0.03216711,0.1069622,0.042148932,0.06804052,0.05418698,0.121937132,0.1827416,0.040598714,0.050663566,0.020975822,0.0504322,0.015492772,0.029140052,0.04811016,0.097235906,0.027913988,0.10527206,0.9686905
44594169f,0.12829231,0.080691134,0.062294996,0.62635412,0.05098645,0.3881517,0.0674754,0.1787791,0.0807833,0.081767446,0.043783016,0.10017682,0.10915401,0.043893198,0.08803233,0.096615494,0.089681292,0.11068082,0.33670506,0.1871075,0.20804538,0.058242614,0.11796632,0.12455276
446ffa381,0.071572614,0.104524886,0.06692676,0.46279592,0.04494298,0.08630513,0.2773825,0.5267366,0.07869941,0.6071524,0.199891126,0.3367753,0.041251334,0.033957684,0.1841161,0.05898949,0.10548016,0.10713792,0.055518866,0.064496226,0.4019844,0.06406281,0.095603144,0.20639756
44826e880,0.41024628,0.090246332,0.098188954,0.28128228,0.07708688,0.3552497,0.158266354,0.15582066,0.106164074,0.076561916,0.10479264,0.11891592,0.065301752,0.056183612,0.141897726,0.08784894,0.10205416,0.058841,0.5951112,0.4294313,0.07701826,0.067183346,0.08697962,0.39929168
449490cb5,0.21378756,0.020785898,0.034453096,0.5383102,0.1297771,0.112869668,0.015588741,0.08751409,0.4832437,0.038241238,0.023575586,0.034818578,0.8154266,0.032649768,0.059385688,0.043240594,0.117246032,0.031698054,0.32824432,0.028133234,0.031211388,0.1380052,0.044618208,0.055033904
449612fa1,0.21152936,0.07292864,0.11815438,0.5879621,0.069521392,0.31931072,0.08516655,0.76173826,0.056616044,0.088976324,0.054238928,0.11771954,0.45014406,0.035791814,0.047731602,0.4628728,0.041292996,0.12563169,0.16476348,0.03657604,0.11716104,0.05677551,0.05385306,0.2331377
44b5cbd50,0.06352344,0.04840482,0.06143527,0.27729884,0.07276966,0.2239183,0.099673736,0.51644254,0.090268404,0.063918912,0.13570364,0.7695152,0.052539254,0.057940752,0.062318074,0.058277214,0.079214948,0.05927106,0.049684418,0.06265605,0.47685952,0.071093094,0.08316363,0.7316116
44faab195,0.083448964,0.032419332,0.083027756,0.79710084,0.10619654,0.18722248,0.13807116,0.0779181,0.056150532,0.16037047,0.12995234,0.162490952,0.25047276,0.050036228,0.071870494,0.03705446,0.09469572,0.054585826,0.04165631,0.08336835,0.047948026,0.043865216,0.21058174,0.43292188
45035fceb,0.043583364,0.060054064,0.049425358,0.52916994,0.04206798,0.08711868,0.2034693,0.189194846,0.080486088,0.063735456,0.22434618,0.108452452,0.13542082,0.058868384,0.065052504,0.05024491,0.47384534,0.3562233,0.049798968,0.097118986,0.097085226,0.045091304,0.37358746,0.2563736
45879ff68,0.19456538,0.5408036,0.087702614,0.41431488,0.04054056,0.074078392,0.038686776,0.1623092,0.08521576,0.05336478,0.028544732,0.058846628,0.14969354,0.0546742,0.06448127,0.040348256,0.9508955,0.070257788,0.022517442,0.0590204,0.050377744,0.045977304,0.075526888,0.4047802
45a3f2528,0.47814946,0.030842766,0.029169426,0.187501288,0.11282654,0.041804224,0.032523876,0.05592963,0.06032684,0.092118948,0.032505202,0.02509696,0.7661576,0.039736312,0.030494946,0.03534498,0.017766571,0.07283836,0.5257834,0.014860488,0.013278256,0.04879642,0.01444292,0.08360129
45d52d166,0.05834232,0.051970434,0.018344067,0.45248908,0.090535014,0.11937375,0.034788304,0.060623372,0.018265026,0.040750956,0.023936692,0.050998628,0.836127,0.018296804,0.040266392,0.030898058,0.03125596,0.035820532,0.3890483,0.024297342,0.021751726,0.037583238,0.019118792,0.083620632
45e17759f,0.04666056,0.04209129,0.06043021,0.4492994,0.070651496,0.57612752,0.08121053,0.12643208,0.059251136,0.16946552,0.20666342,0.24442152,0.15734506,0.063512826,0.10543006,0.06071832,0.068963206,0.19472404,0.16132158,0.064878314,0.126125992,0.05309863,0.280251,0.4987398
45ed62fd0,0.034265858,0.21182432,0.092309368,0.51086316,0.054663026,0.04869988,0.039825892,0.05393736,0.029347244,0.075122834,0.020394942,0.04286438,0.188054932,0.90353852,0.053437292,0.042777396,0.4988582,0.092216128,0.108562386,0.03339634,0.13769512,0.068143172,0.028583696,0.081116236
4617e268b,0.0412692,0.251486,0.06868652,0.47035404,0.077108728,0.0333683,0.019152802,0.036240506,0.02988746,0.104481148,0.013102486,0.0598352,0.136833548,0.058816546,0.11019778,0.03654607,0.73330154,0.067976654,0.13980925,0.015547736,0.0890775,0.095514428,0.02525799,0.049285338
4622e761d,0.0689316,0.044787318,0.043376958,0.16797042,0.061915576,0.17747308,0.081681568,0.6378913,0.084950752,0.11549082,0.188376034,0.37320824,0.06182779,0.027658174,0.083721066,0.065138174,0.084378648,0.3053996,0.046033288,0.09469072,0.78863206,0.0585272,0.0952703,0.4340452
46387adc8,0.046304498,0.016930568,0.02573644,0.15420588,0.03009997,0.7346755,0.015973564,0.044451818,0.041301516,0.037627072,0.011065285,0.010580682,0.97733526,0.033827532,0.009150076,0.010511988,0.02553962,0.014339478,0.054769964,0.018138385,0.017838084,0.036608958,0.023054064,0.050075984
464790631,0.114698434,0.1600425,0.021714916,0.7416184,0.071191692,0.12877413,0.024482498,0.22074832,0.10640972,0.035635996,0.026521688,0.03960186,0.41040736,0.025181604,0.027456772,0.03083942,0.04105163,0.020930904,0.037256404,0.023637715,0.07939278,0.07062814,0.02965345,0.027459696
46568db5b,0.085559488,0.058305472,0.040253372,0.48487,0.058894944,0.1760562,0.03919276,0.6275714,0.0534029,0.10175159,0.113380706,0.11975137,0.096529604,0.028768752,0.10264222,0.089313484,0.41072994,0.149366594,0.140655112,0.22378036,0.99621506,0.043501422,0.13963892,0.24924512
465af2eae,0.090317214,0.04521645,0.0651614,0.80231228,0.06790201,0.10915811,0.0527441,0.090345812,0.0743039,0.12179722,0.07925532,0.08931303,0.70178422,0.050118976,0.02638967,0.02776692,0.09494074,0.11340452,0.07828021,0.079208534,0.037131674,0.042527508,0.0539236,0.880556
465f1aa89,0.94255552,0.0305577,0.16047864,0.10975616,0.02773152,0.077242274,0.03229189,0.05172975,0.11857419,0.04119698,0.023474582,0.028193984,0.02888313,0.03471737,0.052864146,0.043447256,0.083291506,0.022666616,0.1264652,0.079175156,0.024672571,0.019374818,0.051888544,0.025030116
46c30cdc6,0.26032514,0.06952867,0.1721208,0.57978768,0.034512118,0.32670316,0.0737184,0.18263824,0.10813191,0.09539913,0.12413376,0.143377614,0.6016816,0.040226508,0.10891279,0.07574656,0.066499114,0.13929358,0.23377798,0.052871948,0.18172182,0.1492542,0.14406746,0.20530024
46c79837c,0.15587045,0.09867658,0.019599487,0.47443548,0.07944194,0.069153214,0.041804934,0.047883588,0.04279848,0.04678865,0.042169058,0.024610996,0.8844164,0.04960305,0.037502992,0.025612446,0.021050364,0.07619022,0.36481676,0.0271226,0.019921763,0.049979824,0.014936458,0.06217576
472ed54cf,0.045551548,0.053887712,0.09987737,0.12171044,0.044957786,0.32859736,0.039705112,0.55119472,0.046747028,0.38082342,0.055108536,0.56550198,0.049824226,0.028691646,0.116260886,0.9448902,0.036309948,0.08382504,0.06868074,0.06691592,0.45662852,0.07938282,0.134346032,0.2304885
4756c6ca9,0.10432528,0.070262456,0.046526366,0.76357374,0.079332436,0.3860824,0.162860752,0.1728398,0.084656388,0.10968618,0.13107106,0.2116054,0.20024896,0.093763136,0.101972008,0.066253686,0.17861135,0.09162262,0.18858354,0.084315216,0.09692067,0.09431498,0.2445846,0.25599206
475f0d0b2,0.059842264,0.088034856,0.02808656,0.8134675,0.0631786,0.150052834,0.11244366,0.8521823,0.058251596,0.087312924,0.10252792,0.51769528,0.045472312,0.04317392,0.107476354,0.8299489,0.054935908,0.052106732,0.185415268,0.07894578,0.13955306,0.069861746,0.09330147,0.22584922
